job_id,job_date,customer,press,shift,stock_type,ink_config,cards_per_sheet,qty_ordered,passes,sheets_run,cards_delivered,waste_pct,color_delta_e,register_error,dot_gain_pct,cut_deviation_mm,foil_adhesion,quality_pass,jam_count,total_press_time,paper_cost,press_cost,ink_cost,plate_cost,finishing_cost,total_cost,revenue,gross_profit,gross_margin_pct,delivery_quoted,delivery_actual,delivery_status,jam_time_hrs,qc_downtime_hrs,mr_hrs,labor_rate,bill_rate
JOB-03409,2023-05-19,CUST-A,4140,Red Day,Foil,4/4 + Spot Gloss,100,5333,2,5955,595500,10.45,0.1,0.007,24.4,0.014,75.45725040846959,1,0,3.19,1905.6,446.6,9.02,380,53.6,2794.82,4245.57,1450.75,34.2,8,7,ON-TIME,0.0,0.0,1.1894641884671846,140.0,250.0
JOB-03410,2023-05-19,CUST-A,4180,Red Night,White,4/4 CMYK,121,14947,2,15628,1890988,4.36,0.11,0.09,27.6,0.376,,1,0,4.75,859.54,684.0,15.03,260,0.0,1818.57,3433.4,1614.83,47.0,6,6,ON-TIME,0.0,0.0,1.0618392228213938,144.0,254.0
JOB-03411,2023-05-19,SPOT-JOBS,4080,Red Day,White,4/4 CMYK,121,16200,2,16930,2048530,4.31,0.1,0.164,21.9,0.139,,1,0,5.78,931.15,809.2,15.67,260,0.0,2016.02,4411.05,2395.03,54.3,10,5,ON-TIME,0.0,0.0,0.8284808428960471,140.0,250.0
JOB-03412,2023-05-19,CUST-A,4080,Red Day,White,4/4 + Spot UV,121,6347,2,6831,826551,7.09,0.23,0.119,25.5,0.457,,1,0,2.95,375.7,413.0,14.95,380,61.48,1245.13,2012.16,767.03,38.1,6,6,ON-TIME,0.0,0.0,0.930519742852148,140.0,250.0
JOB-03413,2023-05-20,CUST-A,4080,Red Night,White,4/4 + Spot UV,121,6345,2,6933,838893,8.48,0.1,0.058,31.9,0.122,,0,0,3.2,381.32,460.8,13.15,380,62.4,1297.67,2067.96,770.29,37.2,3,6,LATE,0.0,0.25,1.0637881180839899,144.0,254.0
JOB-03414,2023-05-20,CUST-A,4360,Black Night,Foil,4/4 + Spot Gloss,100,11642,2,12969,1296900,10.23,0.1,0.035,25.3,0.19,90.77177537697631,1,0,4.69,4150.08,675.36,22.07,380,116.72,5344.23,8018.32,2674.09,33.3,6,6,ON-TIME,0.0,0.0,0.7208089358592619,144.0,254.0
JOB-03415,2023-05-20,CUST-A,4360,Black Day,Foil,4/4 + Foil Stamp,121,5251,2,5885,712085,10.77,0.1,0.001,17.9,0.092,97.21007203786718,1,0,3.4,1883.2,476.0,8.29,520,105.93,2993.42,4560.51,1567.09,34.4,6,6,ON-TIME,0.0,0.0,1.4873182902009252,140.0,250.0
JOB-03416,2023-05-20,CUST-B,4210,Red Night,White,4/4 + Spot UV,121,8029,1,8555,1035155,6.15,0.1,0.047,28.9,0.024,,1,0,1.84,470.52,283.36,15.66,380,76.99,1226.53,2109.23,882.7,41.8,8,6,ON-TIME,0.0,0.0,0.8340867462099599,154.0,289.0
JOB-03417,2023-05-20,CUST-A,4520,Black Day,Foil,4/4 + Spot UV,100,14410,2,15829,1582900,8.96,0.1,0.062,12.6,0.046,88.65314969056016,1,0,6.46,5065.28,904.4,29.56,380,142.46,6521.7,9905.81,3384.11,34.2,8,6,ON-TIME,0.0,0.0,1.3066762795446523,140.0,250.0
JOB-03418,2023-05-20,CUST-B,4520,Red Day,Foil,4/4 + Spot Gloss,100,12950,2,14238,1423800,9.05,0.1,0.041,20.7,0.01,70.79526765797743,1,0,6.16,4556.16,862.4,24.34,380,128.14,5951.04,10053.84,4102.8,40.8,9,6,ON-TIME,0.0,0.0,1.5390888715118156,140.0,250.0
JOB-03419,2023-05-20,CUST-A,4080,Red Day,White,4/4 + Spot Gloss,100,17920,2,19064,1906400,6.0,0.1,0.065,22.9,0.104,,1,0,6.19,1048.52,866.6,35.12,380,171.58,2501.82,4357.36,1855.54,42.6,11,6,ON-TIME,0.0,0.0,1.1876289586307964,140.0,250.0
JOB-03420,2023-05-20,CUST-A,4140,Black Night,Foil,4/4 CMYK,100,10683,2,11861,1186100,9.93,0.1,0.15,26.7,0.181,94.36477092562475,1,0,5.39,3795.52,776.16,11.11,260,0.0,4842.79,7350.87,2508.08,34.1,8,6,ON-TIME,0.0,0.0,1.4018207997024337,144.0,254.0
JOB-03421,2023-05-20,CUST-A,4210,Black Day,White,4/4 CMYK,121,7556,1,7896,955416,4.31,0.19,0.069,24.2,0.039,,1,0,1.81,434.28,271.5,11.03,260,0.0,976.81,1572.72,595.91,37.9,9,5,ON-TIME,0.0,0.0,0.8447424240652484,150.0,285.0
JOB-03422,2023-05-21,CUST-A,4140,Black Night,Foil,4/4 CMYK,100,10204,2,11335,1133500,9.98,0.4,0.035,19.8,0.116,77.38175063828925,1,0,5.02,3627.2,722.88,11.61,260,0.0,4621.69,7006.34,2384.65,34.0,7,5,ON-TIME,0.0,0.0,1.247557454360628,144.0,254.0
JOB-03423,2023-05-21,CUST-A,4140,Red Day,White,4/4 + Foil Stamp,100,9397,2,10098,1009800,6.94,0.1,0.055,31.3,0.092,,0,0,3.78,555.39,529.2,22.8,520,181.76,1809.15,2878.04,1068.89,37.1,8,6,ON-TIME,0.0,0.25,0.8838205525079653,140.0,250.0
JOB-03424,2023-05-21,CUST-A,4210,Black Night,Foil,4/4 + Foil Stamp,100,9453,1,10591,1059100,10.74,0.1,0.017,24.6,0.121,86.04001654121902,1,0,2.71,3389.12,417.34,19.59,520,190.64,4536.69,6645.25,2108.56,31.7,7,6,ON-TIME,0.0,0.0,0.8078470212037067,154.0,289.0
JOB-03425,2023-05-21,CUST-A,4180,Black Day,White,4/4 + Spot UV,100,9904,2,10516,1051600,5.82,0.13,0.008,24.9,0.032,,1,0,3.65,578.38,511.0,22.88,380,94.64,1586.9,2756.41,1169.51,42.4,7,7,ON-TIME,0.0,0.0,1.077464026537991,140.0,250.0
JOB-03426,2023-05-21,CUST-A,4140,Black Day,White,4/4 CMYK,121,6272,2,6591,797511,4.84,0.2,0.096,17.1,0.115,,1,0,2.51,362.5,351.4,7.93,260,0.0,981.83,1815.49,833.66,45.9,8,6,ON-TIME,0.0,0.0,1.078820486967804,140.0,250.0
JOB-03427,2023-05-21,SPOT-JOBS,4180,Black Day,White,4/4 + Spot Gloss,100,11128,2,11800,1180000,5.69,0.43,0.077,23.2,0.071,,1,0,3.94,649.0,551.6,25.54,380,106.2,1712.34,3696.7,1984.36,53.7,9,5,ON-TIME,0.0,0.0,1.0282287732997206,140.0,250.0
JOB-03428,2023-05-21,CUST-A,4180,Black Night,White,4/4 CMYK,121,5000,2,5359,648439,6.7,0.1,0.109,31.3,0.06,,0,0,2.28,294.74,328.32,4.75,260,0.0,887.81,1483.71,595.9,40.2,7,6,ON-TIME,0.0,0.25,0.7311996449999317,144.0,254.0
JOB-03429,2023-05-21,CUST-A,4210,Black Day,White,4/4 CMYK,121,7132,1,7460,902660,4.4,0.1,0.01,21.4,0.122,,1,0,1.27,410.3,190.5,7.34,260,0.0,868.14,1348.64,480.5,35.6,7,6,ON-TIME,0.0,0.0,0.37516630960288083,150.0,285.0
JOB-03430,2023-05-21,CUST-A,4080,Black Day,White,4/4 + Spot UV,121,9524,2,10189,1232869,6.53,0.2,0.185,27.6,0.029,,1,0,3.59,560.4,502.6,17.58,380,91.7,1552.28,2655.7,1103.42,41.5,8,6,ON-TIME,0.0,0.0,1.0111193989862062,140.0,250.0
JOB-03431,2023-05-21,CUST-A,4520,Black Night,Foil,4/4 + Spot Gloss,100,5000,2,5640,564000,11.35,0.37,0.016,24.6,0.382,84.71691885430901,1,0,2.49,1804.8,358.56,9.44,380,50.76,2603.56,3918.4,1314.84,33.6,9,8,ON-TIME,0.0,0.0,0.7915245458536923,144.0,254.0
JOB-03432,2023-05-22,CUST-A,4210,Black Night,White,4/4 + Foil Stamp,121,13075,1,13976,1691096,6.45,0.1,0.135,18.3,0.433,,1,0,2.67,768.68,411.18,31.53,520,251.57,1982.96,2914.01,931.05,32.0,5,7,LATE,0.0,0.0,0.850865674971751,154.0,289.0
JOB-03433,2023-05-22,CUST-B,4520,Red Night,Foil,4/4 CMYK,121,5000,2,5597,677237,10.67,0.24,0.048,19.1,0.179,80.45767417433747,1,0,3.4,1791.04,489.6,6.16,260,0.0,2546.8,4450.34,1903.54,42.8,8,6,ON-TIME,0.0,0.0,1.737160480629384,144.0,254.0
JOB-03434,2023-05-22,SPOT-JOBS,4520,Black Day,White,4/4 CMYK,121,12678,2,13181,1594901,3.82,0.1,0.007,25.8,0.052,,1,0,4.22,724.96,590.8,18.77,260,0.0,1594.53,3711.41,2116.88,57.0,5,5,ON-TIME,0.0,0.0,1.066244967699584,140.0,250.0
JOB-03435,2023-05-22,CUST-A,4210,Red Night,Foil,4/4 + Spot Gloss,100,5000,1,5618,561800,11.0,0.1,0.036,27.3,0.156,93.79655666702672,1,0,1.95,1797.76,300.3,11.19,380,50.56,2539.81,3796.21,1256.4,33.1,10,5,ON-TIME,0.0,0.0,0.9126942816576501,154.0,289.0
JOB-03436,2023-05-22,CUST-A,4180,Red Day,White,4/4 CMYK,121,8380,2,8775,1061775,4.5,0.1,0.013,27.4,0.144,,1,0,3.11,482.62,435.4,11.83,260,0.0,1189.85,2114.65,924.8,43.7,8,5,ON-TIME,0.0,0.0,0.7908329985076687,140.0,250.0
JOB-03437,2023-05-22,CUST-A,4140,Black Day,White,4/4 CMYK,100,12076,2,12576,1257600,3.98,0.1,0.042,19.4,0.074,,1,0,3.64,691.68,509.6,13.84,260,0.0,1475.12,2820.56,1345.44,47.7,10,6,ON-TIME,0.0,0.0,0.8846637357553416,140.0,250.0
JOB-03438,2023-05-22,CUST-A,4180,Black Night,Foil,4/4 CMYK,100,18792,2,20846,2084600,9.85,0.3,0.358,26.2,0.061,88.12637354260468,1,0,7.92,6670.72,1140.48,20.56,260,0.0,8091.76,12219.96,4128.2,33.8,4,6,LATE,0.0,0.0,1.2407744677469361,144.0,254.0
JOB-03439,2023-05-22,CUST-A,4520,Black Night,Foil,4/4 + Spot Gloss,121,10465,2,11671,1412191,10.33,0.28,0.044,29.9,0.031,86.67115844674215,1,0,4.98,3734.72,717.12,16.96,380,105.04,4953.84,7567.29,2613.45,34.5,7,5,ON-TIME,0.0,0.0,1.5182290576081021,144.0,254.0
JOB-03440,2023-05-23,CUST-A,4180,Red Night,White,4/4 + Spot UV,121,5000,2,5407,654247,7.53,0.28,0.071,21.4,0.044,,1,0,2.3,297.38,331.2,10.79,380,48.66,1068.03,1791.15,723.12,40.4,9,7,ON-TIME,0.0,0.0,1.0280496634967453,144.0,254.0
JOB-03441,2023-05-23,CUST-A,4210,Black Day,White,4/4 + Foil Stamp,100,13814,1,14651,1465100,5.71,0.1,0.128,24.6,0.146,,1,0,2.47,805.8,370.5,33.39,520,263.72,1993.41,2975.36,981.95,33.0,10,5,ON-TIME,0.0,0.0,0.7533251593514548,150.0,285.0
JOB-03442,2023-05-23,CUST-A,4080,Red Day,Foil,4/4 + Spot UV,100,9072,2,10215,1021500,11.19,0.1,0.119,24.4,0.391,84.3316606220497,1,0,5.61,3268.8,785.4,15.47,380,91.93,4541.6,6637.39,2095.79,31.6,8,7,ON-TIME,0.0,0.0,1.4182659416906653,140.0,250.0
JOB-03443,2023-05-23,CUST-A,4210,Black Night,White,4/4 + Foil Stamp,100,10279,1,11013,1101300,6.66,0.1,0.03,20.4,0.077,,1,0,2.36,605.72,363.44,23.12,520,198.23,1710.51,2560.52,850.01,33.2,7,6,ON-TIME,0.0,0.0,1.0361676242255513,154.0,289.0
JOB-03444,2023-05-23,CUST-A,4520,Black Night,White,4/4 + Spot UV,121,12231,2,12995,1572395,5.88,0.1,0.324,24.7,0.022,,1,0,4.1,714.72,590.4,22.54,380,116.95,1824.61,3229.54,1404.93,43.5,7,6,ON-TIME,0.0,0.0,1.0627076599969507,144.0,254.0
JOB-03445,2023-05-23,CUST-A,4210,Black Day,Foil,4/4 + Spot Gloss,100,5000,1,5554,555400,9.97,0.2,0.019,16.8,0.002,97.98029716785857,1,0,2.09,1777.28,313.5,12.76,380,49.99,2533.53,3835.34,1301.81,33.9,5,5,ON-TIME,0.0,0.0,1.0382457706480477,150.0,285.0
JOB-03446,2023-05-23,CUST-A,4180,Black Night,White,4/4 + Spot Gloss,121,10026,2,10718,1296878,6.46,0.1,0.055,18.4,0.093,,1,0,3.41,589.49,491.04,23.45,380,96.46,1580.44,2674.14,1093.7,40.9,10,7,ON-TIME,0.0,0.0,0.6680093589969044,144.0,254.0
JOB-03447,2023-05-24,CUST-B,4180,Black Day,Foil,4/4 CMYK,121,8361,2,9231,1116951,9.42,0.15,0.166,23.7,0.041,100.0,1,0,3.66,2953.92,512.4,9.32,260,0.0,3735.64,6355.54,2619.9,41.2,9,7,ON-TIME,0.0,0.0,0.9095528394701771,140.0,250.0
JOB-03448,2023-05-24,CUST-A,4210,Black Day,Foil,4/4 + Foil Stamp,100,14887,1,16401,1640100,9.23,0.13,0.0,22.5,0.054,91.01262381783255,1,0,3.68,5248.32,552.0,34.35,520,295.22,6649.89,9793.41,3143.52,32.1,7,6,ON-TIME,0.0,0.0,0.7020366070210609,150.0,285.0
JOB-03449,2023-05-24,CUST-B,4180,Red Day,White,4/4 CMYK,121,12908,2,13450,1627450,4.03,0.1,0.079,28.1,0.043,,1,0,4.13,739.75,578.2,17.37,260,0.0,1595.32,3360.7,1765.38,52.5,9,7,ON-TIME,0.0,0.0,0.9617435688091478,140.0,250.0
JOB-03450,2023-05-24,CUST-A,4210,Red Night,White,4/4 CMYK,100,5000,1,5288,528800,5.45,0.13,0.02,26.2,0.173,,1,0,1.25,290.84,192.5,6.91,260,0.0,750.25,1195.61,445.36,37.2,7,6,ON-TIME,0.0,0.0,0.6665940182169793,154.0,289.0
JOB-03451,2023-05-24,CUST-A,4140,Black Day,Foil,4/4 + Spot UV,121,15050,2,16583,2006543,9.24,0.11,0.019,29.9,0.153,95.80086328022216,1,0,6.38,5306.56,893.2,24.58,380,149.25,6753.59,10230.47,3476.88,34.0,7,7,ON-TIME,0.0,0.0,1.1259884023836344,140.0,250.0
JOB-03452,2023-05-24,CUST-A,4140,Black Day,Foil,4/4 CMYK,100,11798,2,12934,1293400,8.78,0.31,0.032,27.6,0.365,84.36340859706422,1,0,5.59,4138.88,782.6,17.24,260,0.0,5198.72,7870.2,2671.48,33.9,6,5,ON-TIME,0.0,0.0,1.0383816208820205,140.0,250.0
JOB-03453,2023-05-24,CUST-A,4210,Red Night,White,4/4 + Spot UV,121,5000,1,5374,650254,6.96,0.16,0.225,26.7,0.191,,1,0,1.35,295.57,207.9,8.83,380,48.37,940.67,1408.32,467.65,33.2,6,6,ON-TIME,0.0,0.0,0.6786919154533684,154.0,289.0
JOB-03454,2023-05-25,SPOT-JOBS,4360,Black Night,Foil,4/4 + Foil Stamp,121,10223,2,11492,1390532,11.04,0.1,0.246,26.8,0.03,96.37307745946222,1,0,4.44,3677.44,639.36,22.26,520,206.86,5065.92,9093.3,4027.38,44.3,8,4,ON-TIME,0.0,0.0,0.7864675309025883,144.0,254.0
JOB-03455,2023-05-25,CUST-A,4210,Red Day,Foil,4/4 CMYK,100,14139,1,15379,1537900,8.06,0.12,0.022,24.9,0.192,84.9649821041822,1,0,3.39,4921.28,508.5,14.53,260,0.0,5704.31,8745.37,3041.06,34.8,10,5,ON-TIME,0.0,0.0,1.0439986178498766,150.0,285.0
JOB-03456,2023-05-25,CUST-A,4210,Black Day,White,4/4 + Spot Gloss,121,5143,1,5490,664290,6.32,0.14,0.007,13.1,0.028,,1,0,1.53,301.95,229.5,10.48,380,49.41,971.34,1505.49,534.15,35.5,7,5,ON-TIME,0.0,0.0,0.912024649621276,150.0,285.0
JOB-03457,2023-05-25,CUST-A,4140,Black Day,White,4/4 + Foil Stamp,121,15510,2,16505,1997105,6.03,0.1,0.028,20.7,0.123,,1,0,4.84,907.78,677.6,36.64,520,297.09,2439.11,4187.69,1748.58,41.8,6,6,ON-TIME,0.0,0.0,1.0139429321488438,140.0,250.0
JOB-03458,2023-05-25,SPOT-JOBS,4180,Black Day,Foil,4/4 CMYK,100,5000,2,5569,556900,10.22,0.31,0.093,16.2,0.013,84.05561407484966,1,0,3.3,1782.08,462.0,5.45,260,0.0,2509.53,4684.79,2175.26,46.4,9,5,ON-TIME,0.0,0.0,1.3412200959628082,140.0,250.0
JOB-03459,2023-05-25,CUST-A,4180,Black Day,White,4/4 + Foil Stamp,121,6835,2,7357,890197,7.1,0.1,0.131,26.0,0.008,,1,0,2.88,404.64,403.2,15.99,520,132.43,1476.26,2410.54,934.28,38.8,8,5,ON-TIME,0.0,0.0,1.0930158965819259,140.0,250.0
JOB-03460,2023-05-25,SPOT-JOBS,4210,Red Night,Foil,4/4 + Foil Stamp,100,6228,1,7050,705000,11.66,0.14,0.358,20.9,0.099,80.7664255408114,1,1,2.65,2256.0,408.1,12.68,520,126.9,3323.68,5888.95,2565.27,43.6,3,5,LATE,0.3333333333333333,0.0,1.085037574639834,154.0,289.0
JOB-03461,2023-05-25,SPOT-JOBS,4520,Red Day,White,4/4 CMYK,121,15507,2,16145,1953545,3.95,0.34,0.083,32.5,0.016,,0,0,5.08,887.98,711.2,17.12,260,0.0,1876.3,4388.64,2512.34,57.2,6,6,ON-TIME,0.0,0.25,1.1693021624014364,140.0,250.0
JOB-03462,2023-05-25,CUST-A,4140,Black Day,White,4/4 CMYK,121,8035,2,8409,1017489,4.45,0.11,0.057,20.6,0.055,,1,0,3.33,462.5,466.2,7.67,260,0.0,1196.37,2186.55,990.18,45.3,8,5,ON-TIME,0.0,0.0,1.2381418208506547,140.0,250.0
JOB-03463,2023-05-26,CUST-B,4210,Black Day,White,4/4 CMYK,100,5348,1,5624,562400,4.91,0.1,0.009,21.1,0.057,,1,0,1.76,309.32,264.0,6.61,260,0.0,839.93,1532.85,692.92,45.2,6,5,ON-TIME,0.0,0.0,1.0525336847386462,150.0,285.0
JOB-03464,2023-05-26,SPOT-JOBS,4180,Red Day,White,4/4 CMYK,100,11780,2,12285,1228500,4.11,0.1,0.005,21.8,0.229,,1,0,3.6,675.68,504.0,12.19,260,0.0,1451.87,3323.53,1871.66,56.3,8,5,ON-TIME,0.0,0.0,0.6148480730025544,140.0,250.0
JOB-03465,2023-05-26,CUST-A,4520,Black Day,Foil,4/4 CMYK,121,12644,2,13810,1671010,8.44,0.1,0.087,19.8,0.058,83.14942452248644,1,0,6.14,4419.2,859.6,19.42,260,0.0,5558.22,8498.63,2940.41,34.6,5,7,LATE,0.0,0.0,1.3667928252631076,140.0,250.0
JOB-03466,2023-05-26,CUST-A,4140,Red Night,Foil,4/4 + Foil Stamp,121,12670,2,14272,1726912,11.22,0.19,0.089,20.5,0.118,94.80733707690976,1,0,5.91,4567.04,851.04,23.14,520,256.9,6218.12,9091.56,2873.44,31.6,7,8,LATE,0.0,0.0,0.9474823717080448,144.0,254.0
JOB-03467,2023-05-27,CUST-A,4210,Black Day,Foil,4/4 CMYK,100,8914,1,9741,974100,8.49,0.12,0.172,16.3,0.204,83.13018292986669,1,0,3.0,3117.12,450.0,11.77,260,0.0,3838.89,5899.96,2061.07,34.9,5,7,LATE,0.0,0.0,1.2812309780591307,150.0,285.0
JOB-03468,2023-05-27,CUST-A,4180,Black Night,White,4/4 + Spot UV,121,11018,2,11766,1423686,6.36,0.1,0.029,17.1,0.041,,1,0,3.88,647.13,558.72,22.45,380,105.89,1714.19,2976.5,1262.31,42.4,5,5,ON-TIME,0.0,0.0,1.0132116044199622,144.0,254.0
JOB-03469,2023-05-27,CUST-A,4210,Red Day,Foil,4/4 CMYK,121,7399,1,8106,980826,8.72,0.44,0.004,22.6,0.226,82.14028490719718,1,0,2.39,2593.92,358.5,8.66,260,0.0,3221.08,4954.36,1733.28,35.0,6,6,ON-TIME,0.0,0.0,1.0552663872426506,150.0,285.0
JOB-03470,2023-05-27,CUST-A,4140,Red Day,White,4/4 + Spot Gloss,121,16699,2,17615,2131415,5.2,0.1,0.034,20.9,0.267,,1,0,5.48,968.82,767.2,38.25,380,158.54,2312.81,4073.69,1760.88,43.2,9,6,ON-TIME,0.0,0.0,1.0234437752352854,140.0,250.0
JOB-03471,2023-05-27,CUST-A,4520,Black Night,Foil,4/4 + Spot Gloss,121,14576,2,16257,1967097,10.34,0.16,0.384,32.8,0.745,94.01881340318201,0,0,7.2,5202.24,1036.8,25.56,380,146.31,6790.91,10044.65,3253.74,32.4,8,6,ON-TIME,0.0,0.25,1.3025941372536562,144.0,254.0
JOB-03472,2023-05-27,CUST-A,4180,Black Day,White,4/4 + Spot UV,121,14331,2,15161,1834481,5.47,0.11,0.103,18.5,0.092,,1,0,4.86,833.86,680.4,32.45,380,136.45,2063.16,3703.8,1640.64,44.3,12,6,ON-TIME,0.0,0.0,1.3294710056475878,140.0,250.0
JOB-03473,2023-05-27,CUST-A,4180,Black Day,White,4/4 + Spot Gloss,121,13176,2,13949,1687829,5.54,0.1,0.002,29.2,0.072,,1,0,4.44,767.2,621.6,22.23,380,125.54,1916.57,3442.59,1526.02,44.3,6,6,ON-TIME,0.0,0.0,1.2479281034711316,140.0,250.0
JOB-03474,2023-05-27,CUST-B,4360,Black Night,Foil,4/4 CMYK,121,12078,2,13396,1620916,9.84,0.13,0.229,31.3,0.2,98.4325691167836,0,0,6.49,4286.72,934.56,12.08,260,0.0,5493.36,9174.0,3680.64,40.1,10,4,ON-TIME,0.0,0.25,1.6511168302976338,144.0,254.0
JOB-03475,2023-05-27,CUST-B,4140,Black Night,White,4/4 + Spot UV,121,5022,2,5469,661749,8.17,0.1,0.046,31.4,0.01,,0,0,2.57,300.8,370.08,12.33,380,49.22,1112.43,1988.97,876.54,44.1,11,5,ON-TIME,0.0,0.25,0.9610607765956581,144.0,254.0
JOB-03476,2023-05-27,CUST-A,4140,Black Night,White,4/4 CMYK,121,12533,2,13106,1585826,4.37,0.34,0.033,26.9,0.007,,1,0,3.62,720.83,521.28,16.21,260,0.0,1518.32,2835.59,1317.27,46.5,10,6,ON-TIME,0.0,0.0,0.5750539042139725,144.0,254.0
JOB-03477,2023-05-28,CUST-A,4210,Black Day,White,4/4 CMYK,100,10457,1,10880,1088000,3.89,0.1,0.024,19.5,0.056,,1,0,2.23,598.4,334.5,13.42,260,0.0,1206.32,1960.76,754.44,38.5,10,7,ON-TIME,0.0,0.0,0.9195671790551477,150.0,285.0
JOB-03478,2023-05-28,CUST-A,4140,Red Night,Foil,4/4 CMYK,121,15053,2,16713,2022273,9.93,0.16,0.104,31.4,0.226,90.9078442893645,0,0,6.77,5348.16,974.88,17.19,260,0.0,6600.23,9853.7,3253.47,33.0,8,6,ON-TIME,0.0,0.25,0.9708807396978536,144.0,254.0
JOB-03479,2023-05-28,SPOT-JOBS,4140,Red Night,Foil,4/4 + Foil Stamp,100,13229,2,14897,1489700,11.2,0.23,0.087,22.5,0.021,100.0,1,0,6.4,4767.04,921.6,22.83,520,268.15,6499.62,11559.32,5059.7,43.8,8,7,ON-TIME,0.0,0.0,1.159487969606227,144.0,254.0
JOB-03480,2023-05-28,CUST-A,4180,Red Day,White,4/4 CMYK,100,12201,2,12720,1272000,4.08,0.1,0.069,24.5,0.157,,1,0,4.03,699.6,564.2,16.22,260,0.0,1540.02,2878.36,1338.34,46.5,6,6,ON-TIME,0.0,0.0,0.9875744345607286,140.0,250.0
JOB-03481,2023-05-28,CUST-A,4080,Black Day,White,4/4 + Spot Gloss,121,5000,2,5408,654368,7.54,0.23,0.064,26.8,0.057,,1,0,2.57,297.44,359.8,10.13,380,48.67,1096.04,1767.51,671.47,38.0,3,7,LATE,0.0,0.0,1.0004053442512995,140.0,250.0
JOB-03482,2023-05-28,SPOT-JOBS,4360,Red Night,Foil,4/4 + Spot Gloss,121,9643,2,10764,1302444,10.41,0.15,0.017,21.1,0.175,94.37403492414252,1,0,4.92,3444.48,708.48,18.22,380,96.88,4648.06,8526.93,3878.87,45.5,8,6,ON-TIME,0.0,0.0,1.410943401316557,144.0,254.0
JOB-03483,2023-05-28,SPOT-JOBS,4520,Black Night,White,4/4 + Spot UV,121,7768,2,8298,1004058,6.39,0.15,0.021,26.0,0.101,,1,0,2.82,456.39,406.08,14.04,380,74.68,1331.19,2813.05,1481.86,52.7,6,6,ON-TIME,0.0,0.0,0.8153203143665374,144.0,254.0
JOB-03484,2023-05-28,CUST-B,4140,Black Day,White,4/4 CMYK,100,11009,2,11476,1147600,4.07,0.18,0.115,25.3,0.018,,1,0,3.76,631.18,526.4,15.81,260,0.0,1433.39,3027.93,1594.54,52.7,7,6,ON-TIME,0.0,0.0,1.1253057017457115,140.0,250.0
JOB-03485,2023-05-29,CUST-B,4180,Black Day,Foil,4/4 CMYK,100,8337,2,9205,920500,9.43,0.4,0.113,19.8,0.044,82.89447413946847,1,0,4.47,2945.6,625.8,12.69,260,0.0,3844.09,6457.72,2613.63,40.5,6,6,ON-TIME,0.0,0.0,1.202432003837513,140.0,250.0
JOB-03486,2023-05-29,CUST-A,4210,Red Night,Foil,4/4 CMYK,121,8896,1,9827,1189067,9.47,0.1,0.063,25.6,0.039,83.35745689249397,1,0,3.26,3144.64,502.04,10.16,260,0.0,3916.84,6005.83,2088.99,34.8,8,5,ON-TIME,0.0,0.0,1.520426479281442,154.0,289.0
JOB-03487,2023-05-29,CUST-A,4180,Red Day,White,4/4 CMYK,100,11836,2,12343,1234300,4.11,0.22,0.013,14.7,0.028,,1,0,3.57,678.86,499.8,16.35,260,0.0,1455.01,2716.44,1261.43,46.4,7,7,ON-TIME,0.0,0.0,0.6819661954869611,140.0,250.0
JOB-03488,2023-05-29,CUST-A,4520,Red Day,White,4/4 + Foil Stamp,121,8271,2,8840,1069640,6.44,0.1,0.0,17.8,0.091,,1,0,3.15,486.2,441.0,14.24,520,159.12,1620.56,2681.74,1061.18,39.6,10,5,ON-TIME,0.0,0.0,1.0254984553805198,140.0,250.0
JOB-03489,2023-05-30,CUST-A,4180,Red Night,Foil,4/4 + Spot Gloss,121,10486,2,11834,1431914,11.39,0.24,0.045,24.9,0.555,76.57047229318258,0,0,5.78,3786.88,832.32,25.23,380,106.51,5130.94,7549.57,2418.63,32.0,6,5,ON-TIME,0.0,0.25,1.4037126022475561,144.0,254.0
JOB-03490,2023-05-30,CUST-B,4360,Red Day,Foil,4/4 + Foil Stamp,100,5000,2,5610,561000,10.87,0.1,0.005,22.9,0.155,85.96379681608089,1,0,3.14,1795.2,439.6,8.53,520,100.98,2864.31,4742.94,1878.63,39.6,8,6,ON-TIME,0.0,0.0,1.1471985535979876,140.0,250.0
JOB-03491,2023-05-30,CUST-A,4210,Black Day,White,4/4 + Foil Stamp,121,6670,1,7138,863698,6.56,0.1,0.038,23.7,0.249,,1,0,1.6,392.59,240.0,14.9,520,128.48,1295.97,1893.9,597.93,31.6,7,7,ON-TIME,0.0,0.0,0.7081897907135587,150.0,285.0
JOB-03492,2023-05-30,CUST-A,4180,Black Night,White,4/4 + Spot UV,121,12624,2,13514,1635194,6.59,0.1,0.129,27.3,0.712,,0,0,4.66,743.27,671.04,25.76,380,121.63,1941.7,3374.1,1432.4,42.5,7,5,ON-TIME,0.0,0.25,1.2649100515791214,144.0,254.0
JOB-03493,2023-05-30,SPOT-JOBS,4140,Black Night,Foil,4/4 CMYK,121,5079,2,5703,690063,10.94,0.1,0.039,28.3,0.134,82.35896018397688,1,0,3.58,1824.96,515.52,5.39,260,0.0,2605.87,4818.39,2212.52,45.9,7,6,ON-TIME,0.0,0.0,1.4602412300666217,144.0,254.0
